Timestamp,Occupancy,Capacity,QueueLength,TrafficConditionNearby,IsSpecialDay,VehicleType,Latitude,Longitude
2016-10-29 07:59:48,51,577,2,average,0,car,28.5,77.15
2016-10-29 08:26:46,56,577,1,low,0,car,28.5,77.15
2016-10-29 08:59:48,66,577,3,low,0,car,28.5,77.15
2016-10-29 09:26:50,91,577,3,low,0,car,28.5,77.15
2016-10-29 09:59:51,124,577,3,low,0,car,28.5,77.15
2016-10-29 10:26:49,164,577,4,low,0,car,28.5,77.15
2016-10-29 10:59:46,213,577,6,average,0,car,28.5,77.15
2016-10-29 11:25:51,267,577,7,average,0,car,28.5,77.15
2016-10-29 12:06:51,314,577,10,high,0,car,28.5,77.15
2016-10-29 12:26:46,339,577,11,high,0,bike,28.5,77.15
2016-10-29 12:59:51,338,577,11,high,0,car,28.5,77.15
2016-10-29 13:26:47,368,577,10,high,0,car,28.5,77.15
2016-10-29 13:59:51,366,577,7,average,0,bike,28.5,77.15
2016-10-29 14:26:50,374,577,6,average,0,bike,28.5,77.15
2016-10-29 14:59:51,414,577,6,average,0,bike,28.5,77.15
2016-10-29 15:26:52,417,577,3,low,0,car,28.5,77.15
2016-10-29 15:59:51,417,577,3,low,0,car,28.5,77.15
2016-10-29 16:26:53,369,577,2,low,0,car,28.5,77.15
2016-10-30 07:59:55,43,577,2,low,1,car,28.5,77.15
2016-10-30 07:59:55,43,577,3,low,1,car,28.5,77.15
2016-10-30 07:59:55,43,577,3,low,1,car,28.5,77.15
2016-10-30 08:25:53,44,577,2,low,1,car,28.5,77.15
2016-10-30 08:59:52,45,577,4,average,1,car,28.5,77.15
2016-10-30 09:25:57,44,577,2,low,1,truck,28.5,77.15
2016-10-30 09:59:52,47,577,2,low,1,car,28.5,77.15
2016-10-30 10:25:54,61,577,4,low,1,bike,28.5,77.15
2016-10-30 10:59:56,84,577,6,average,1,car,28.5,77.15
2016-10-30 11:25:55,107,577,8,average,1,car,28.5,77.15
2016-10-30 11:59:58,122,577,7,average,1,car,28.5,77.15
2016-10-30 12:26:54,142,577,9,average,1,cycle,28.5,77.15
2016-10-30 13:06:59,169,577,11,high,1,bike,28.5,77.15
2016-10-30 13:25:59,177,577,12,high,1,car,28.5,77.15
2016-10-30 13:59:59,182,577,9,average,1,bike,28.5,77.15
2016-10-30 14:32:54,183,577,6,average,1,car,28.5,77.15
2016-10-30 15:00:00,157,577,5,average,1,bike,28.5,77.15
2016-10-30 15:32:59,147,577,3,low,1,car,28.5,77.15
2016-10-31 08:00:03,49,577,2,low,0,car,28.5,77.15
2016-10-31 08:26:02,58,577,2,low,0,car,28.5,77.15
2016-10-31 09:00:00,67,577,2,average,0,car,28.5,77.15
2016-10-31 09:26:03,92,577,3,average,0,bike,28.5,77.15
2016-10-31 10:00:05,111,577,3,low,0,cycle,28.5,77.15
2016-10-31 10:26:02,129,577,3,low,0,car,28.5,77.15
2016-10-31 11:00:02,166,577,8,high,0,car,28.5,77.15
2016-10-31 11:26:04,178,577,8,high,0,truck,28.5,77.15
2016-10-31 12:00:04,198,577,9,high,0,car,28.5,77.15
2016-10-31 12:26:06,199,577,9,high,0,car,28.5,77.15
2016-10-31 13:00:06,198,577,10,high,0,car,28.5,77.15
2016-10-31 13:26:01,201,577,9,high,0,car,28.5,77.15
2016-10-31 13:59:47,189,577,8,high,0,bike,28.5,77.15
2016-10-31 14:26:05,185,577,5,average,0,truck,28.5,77.15
2016-10-31 15:00:03,160,577,3,average,0,car,28.5,77.15
2016-10-31 15:27:04,141,577,3,low,0,car,28.5,77.15
2016-10-31 16:00:07,130,577,3,average,0,bike,28.5,77.15
2016-10-31 16:26:06,121,577,2,low,0,car,28.5,77.15
2016-11-01 08:06:07,50,577,1,low,0,car,28.5,77.15
2016-11-01 08:26:07,54,577,2,low,0,car,28.5,77.15
2016-11-01 09:00:08,69,577,2,low,0,car,28.5,77.15
2016-11-01 09:26:12,91,577,1,low,0,car,28.5,77.15
2016-11-01 10:00:08,135,577,4,average,0,truck,28.5,77.15
2016-11-01 10:26:11,163,577,4,low,0,bike,28.5,77.15
2016-11-01 11:00:09,185,577,9,high,0,car,28.5,77.15
2016-11-01 11:26:11,207,577,9,high,0,cycle,28.5,77.15
2016-11-01 12:00:08,239,577,10,high,0,car,28.5,77.15
2016-11-01 12:26:12,244,577,10,high,0,truck,28.5,77.15
2016-11-01 13:00:12,243,577,10,high,0,bike,28.5,77.15
2016-11-01 13:26:12,241,577,10,high,0,car,28.5,77.15
2016-11-01 14:00:09,229,577,5,average,0,bike,28.5,77.15
2016-11-01 14:26:10,199,577,4,average,0,truck,28.5,77.15
2016-11-01 15:00:12,180,577,2,low,0,car,28.5,77.15
2016-11-01 15:27:09,167,577,3,low,0,car,28.5,77.15
2016-11-01 16:00:09,153,577,2,low,0,cycle,28.5,77.15
2016-11-01 16:33:14,133,577,2,low,0,truck,28.5,77.15
2016-11-02 07:56:18,50,577,2,average,0,car,28.5,77.15
2016-11-02 08:30:14,52,577,1,low,0,car,28.5,77.15
2016-11-02 08:56:14,57,577,3,average,0,car,28.5,77.15
2016-11-02 09:30:15,81,577,3,low,0,bike,28.5,77.15
2016-11-02 09:56:15,97,577,2,low,0,car,28.5,77.15
2016-11-02 10:29:19,125,577,4,low,0,bike,28.5,77.15
2016-11-02 10:56:16,144,577,5,average,0,car,28.5,77.15
2016-11-02 11:30:19,167,577,6,average,0,car,28.5,77.15
2016-11-02 11:56:19,169,577,7,average,0,cycle,28.5,77.15
2016-11-02 12:30:20,184,577,10,high,0,bike,28.5,77.15
2016-11-02 13:03:20,192,577,8,high,0,cycle,28.5,77.15
2016-11-02 13:30:18,188,577,9,high,0,car,28.5,77.15
2016-11-02 14:03:20,188,577,4,average,0,car,28.5,77.15
2016-11-02 14:30:16,171,577,4,average,0,car,28.5,77.15
2016-11-02 14:56:19,153,577,5,average,0,bike,28.5,77.15
2016-11-02 15:29:19,130,577,4,low,0,bike,28.5,77.15
2016-11-02 16:03:20,125,577,2,low,0,car,28.5,77.15
2016-11-02 16:30:18,115,577,2,low,0,cycle,28.5,77.15
2016-11-03 08:00:22,51,577,2,average,0,truck,28.5,77.15
2016-11-03 08:26:26,56,577,2,low,0,car,28.5,77.15
2016-11-03 09:00:22,60,577,2,low,0,car,28.5,77.15
2016-11-03 09:26:22,80,577,2,low,0,car,28.5,77.15
2016-11-03 10:00:22,119,577,3,low,0,car,28.5,77.15
2016-11-03 10:26:25,138,577,3,low,0,bike,28.5,77.15
2016-11-03 11:00:24,185,577,6,average,0,cycle,28.5,77.15
2016-11-03 11:26:27,195,577,6,average,0,bike,28.5,77.15
2016-11-03 12:00:26,195,577,10,high,0,car,28.5,77.15
2016-11-03 12:26:27,191,577,9,high,0,cycle,28.5,77.15
2016-11-03 12:59:26,196,577,9,high,0,car,28.5,77.15
2016-11-03 13:26:26,191,577,9,high,0,truck,28.5,77.15
2016-11-03 13:59:26,187,577,6,average,0,car,28.5,77.15
2016-11-03 14:26:23,177,577,4,average,0,car,28.5,77.15
2016-11-03 15:00:23,154,577,3,low,0,cycle,28.5,77.15
2016-11-03 15:26:24,142,577,3,low,0,car,28.5,77.15
2016-11-03 16:03:28,120,577,1,low,0,car,28.5,77.15
2016-11-03 16:30:27,108,577,2,low,0,bike,28.5,77.15
2016-11-04 08:00:29,48,577,1,low,0,cycle,28.5,77.15
2016-11-04 08:26:32,56,577,2,low,0,truck,28.5,77.15
2016-11-04 08:59:32,71,577,2,low,0,car,28.5,77.15
2016-11-04 09:33:32,97,577,2,low,0,car,28.5,77.15
2016-11-04 10:00:29,115,577,3,low,0,car,28.5,77.15
2016-11-04 10:26:31,135,577,4,low,0,car,28.5,77.15
2016-11-04 11:00:33,154,577,6,average,0,car,28.5,77.15
2016-11-04 11:33:31,179,577,8,high,0,car,28.5,77.15
2016-11-04 12:00:31,183,577,10,high,0,car,28.5,77.15
2016-11-04 12:33:34,182,577,9,high,0,car,28.5,77.15
2016-11-04 13:00:30,171,577,8,high,0,car,28.5,77.15
2016-11-04 13:26:33,173,577,6,average,0,car,28.5,77.15
2016-11-04 13:59:31,179,577,8,high,0,car,28.5,77.15
2016-11-04 14:26:30,167,577,5,average,0,car,28.5,77.15
2016-11-04 15:00:30,156,577,2,low,0,car,28.5,77.15
2016-11-04 15:26:30,145,577,3,low,0,car,28.5,77.15
2016-11-04 16:00:33,136,577,3,low,0,car,28.5,77.15
2016-11-04 16:26:30,119,577,2,low,0,car,28.5,77.15
2016-11-05 08:00:35,43,577,2,low,0,bike,28.5,77.15
2016-11-05 08:26:35,48,577,1,low,0,car,28.5,77.15
2016-11-05 08:59:37,59,577,2,low,0,bike,28.5,77.15
2016-11-05 09:26:38,90,577,4,average,0,car,28.5,77.15
2016-11-05 09:59:37,135,577,2,low,0,car,28.5,77.15
2016-11-05 10:33:38,181,577,4,average,0,car,28.5,77.15
2016-11-05 10:59:39,224,577,5,average,0,truck,28.5,77.15
2016-11-05 11:26:38,243,577,6,average,0,car,28.5,77.15
2016-11-05 12:06:39,278,577,10,high,0,car,28.5,77.15
2016-11-05 12:26:41,288,577,10,high,0,car,28.5,77.15
2016-11-05 13:00:37,331,577,7,average,0,car,28.5,77.15
2016-11-05 13:33:39,351,577,10,high,0,cycle,28.5,77.15
2016-11-05 13:59:41,361,577,7,average,0,bike,28.5,77.15
2016-11-05 14:26:39,346,577,5,average,0,car,28.5,77.15
2016-11-05 15:00:40,369,577,3,low,0,car,28.5,77.15
2016-11-05 15:26:40,390,577,3,low,0,cycle,28.5,77.15
2016-11-05 16:00:41,368,577,2,low,0,bike,28.5,77.15
2016-11-05 16:26:40,340,577,2,low,0,bike,28.5,77.15
2016-11-06 08:00:42,35,577,2,low,1,truck,28.5,77.15
2016-11-06 08:26:43,35,577,2,low,1,car,28.5,77.15
2016-11-06 09:00:42,36,577,3,low,1,car,28.5,77.15
2016-11-06 09:33:44,39,577,4,low,1,bike,28.5,77.15
2016-11-06 10:00:43,46,577,4,low,1,car,28.5,77.15
2016-11-06 10:26:46,53,577,4,low,1,bike,28.5,77.15
2016-11-06 10:59:45,77,577,6,average,1,bike,28.5,77.15
2016-11-06 11:26:44,96,577,7,average,1,car,28.5,77.15
2016-11-06 11:59:43,124,577,7,average,1,cycle,28.5,77.15
2016-11-06 12:26:47,153,577,12,high,1,cycle,28.5,77.15
2016-11-06 13:06:45,178,577,8,average,1,bike,28.5,77.15
2016-11-06 13:26:43,188,577,9,average,1,cycle,28.5,77.15
2016-11-06 13:59:46,216,577,9,average,1,bike,28.5,77.15
2016-11-06 14:33:47,225,577,8,average,1,car,28.5,77.15
2016-11-06 15:00:47,211,577,4,low,1,car,28.5,77.15
2016-11-06 15:26:45,188,577,4,low,1,car,28.5,77.15
2016-11-06 15:59:48,163,577,4,low,1,car,28.5,77.15
2016-11-06 16:26:45,130,577,2,low,1,bike,28.5,77.15
2016-11-07 08:00:52,30,577,2,low,0,truck,28.5,77.15
2016-11-07 08:26:53,38,577,2,low,0,car,28.5,77.15
2016-11-07 08:59:50,49,577,1,low,0,cycle,28.5,77.15
2016-11-07 09:26:49,61,577,3,low,0,car,28.5,77.15
2016-11-07 09:59:50,87,577,3,low,0,bike,28.5,77.15
2016-11-07 10:26:49,110,577,3,low,0,car,28.5,77.15
2016-11-07 10:59:51,142,577,5,average,0,car,28.5,77.15
2016-11-07 11:26:51,157,577,9,high,0,car,28.5,77.15
2016-11-07 11:59:51,157,577,6,average,0,car,28.5,77.15
2016-11-07 12:26:50,160,577,9,high,0,car,28.5,77.15
2016-11-07 12:59:53,154,577,9,high,0,truck,28.5,77.15
2016-11-07 13:33:52,161,577,8,high,0,bike,28.5,77.15
2016-11-07 13:59:54,162,577,6,average,0,bike,28.5,77.15
2016-11-07 14:33:55,156,577,4,average,0,car,28.5,77.15
2016-11-07 15:00:51,148,577,3,low,0,car,28.5,77.15
2016-11-07 15:33:53,124,577,2,low,0,car,28.5,77.15
2016-11-07 16:00:51,119,577,2,low,0,truck,28.5,77.15
2016-11-07 16:33:53,118,577,2,low,0,car,28.5,77.15
2016-11-08 07:59:58,34,577,2,low,0,car,28.5,77.15
2016-11-08 08:26:55,36,577,1,low,0,car,28.5,77.15
2016-11-08 08:59:56,46,577,2,average,0,car,28.5,77.15
2016-11-08 09:26:56,68,577,2,low,0,truck,28.5,77.15
2016-11-08 09:59:56,112,577,2,low,0,car,28.5,77.15
2016-11-08 10:33:59,150,577,5,average,0,cycle,28.5,77.15
2016-11-08 11:00:00,178,577,6,average,0,car,28.5,77.15
2016-11-08 11:33:56,196,577,8,high,0,cycle,28.5,77.15
2016-11-08 11:59:58,236,577,7,average,0,bike,28.5,77.15
2016-11-08 12:27:01,250,577,11,high,0,cycle,28.5,77.15
2016-11-08 13:00:00,253,577,9,high,0,car,28.5,77.15
2016-11-08 13:34:01,237,577,10,high,0,car,28.5,77.15
2016-11-08 14:00:59,223,577,5,average,0,bike,28.5,77.15
2016-11-08 14:26:58,196,577,4,average,0,car,28.5,77.15
2016-11-08 15:00:02,163,577,2,low,0,car,28.5,77.15
2016-11-08 15:33:57,144,577,4,average,0,car,28.5,77.15
2016-11-08 16:01:02,127,577,2,low,0,bike,28.5,77.15
2016-11-08 16:34:02,106,577,2,low,0,car,28.5,77.15
2016-11-09 08:00:02,32,577,2,low,0,car,28.5,77.15
2016-11-09 08:27:02,37,577,1,low,0,cycle,28.5,77.15
2016-11-09 09:00:07,43,577,3,low,0,cycle,28.5,77.15
2016-11-09 09:34:05,61,577,2,low,0,car,28.5,77.15
2016-11-09 10:00:05,88,577,3,low,0,truck,28.5,77.15
2016-11-09 10:27:03,107,577,4,low,0,car,28.5,77.15
2016-11-09 11:00:04,130,577,6,average,0,car,28.5,77.15
2016-11-09 11:27:04,151,577,8,high,0,car,28.5,77.15
2016-11-09 12:00:06,152,577,9,high,0,car,28.5,77.15
2016-11-09 12:27:05,160,577,9,high,0,cycle,28.5,77.15
2016-11-09 13:00:08,172,577,9,high,0,car,28.5,77.15
2016-11-09 13:27:04,172,577,9,high,0,truck,28.5,77.15
2016-11-09 14:00:04,163,577,5,average,0,car,28.5,77.15
2016-11-09 14:27:08,152,577,4,average,0,car,28.5,77.15
2016-11-09 15:00:06,134,577,2,low,0,car,28.5,77.15
2016-11-09 15:34:05,124,577,3,low,0,bike,28.5,77.15
2016-11-09 16:00:09,108,577,2,low,0,truck,28.5,77.15
2016-11-09 16:34:06,94,577,3,low,0,cycle,28.5,77.15
2016-11-10 08:00:12,36,577,1,low,0,car,28.5,77.15
2016-11-10 08:34:11,41,577,2,low,0,bike,28.5,77.15
2016-11-10 09:00:09,49,577,2,low,0,cycle,28.5,77.15
2016-11-10 09:27:11,65,577,2,low,0,car,28.5,77.15
2016-11-10 10:00:12,93,577,3,low,0,bike,28.5,77.15
2016-11-10 10:27:10,126,577,3,low,0,car,28.5,77.15
2016-11-10 11:00:12,160,577,6,average,0,car,28.5,77.15
2016-11-10 11:27:14,186,577,6,average,0,cycle,28.5,77.15
2016-11-10 12:00:10,201,577,9,high,0,bike,28.5,77.15
2016-11-10 12:27:14,208,577,9,high,0,car,28.5,77.15
2016-11-10 13:00:13,208,577,9,high,0,car,28.5,77.15
2016-11-10 13:34:14,200,577,10,high,0,car,28.5,77.15
2016-11-10 14:00:15,201,577,5,average,0,car,28.5,77.15
2016-11-10 14:27:13,190,577,4,average,0,car,28.5,77.15
2016-11-10 15:00:13,162,577,3,low,0,car,28.5,77.15
2016-11-10 15:27:15,153,577,3,low,0,car,28.5,77.15
2016-11-10 16:00:15,147,577,2,average,0,car,28.5,77.15
2016-11-10 16:27:13,136,577,2,low,0,bike,28.5,77.15
2016-11-11 08:00:17,39,577,2,low,0,car,28.5,77.15
2016-11-11 08:27:19,42,577,2,low,0,car,28.5,77.15
2016-11-11 09:00:19,63,577,3,low,0,car,28.5,77.15
2016-11-11 09:27:16,82,577,3,low,0,car,28.5,77.15
2016-11-11 10:00:16,122,577,3,low,0,car,28.5,77.15
2016-11-11 10:27:18,147,577,3,low,0,car,28.5,77.15
2016-11-11 11:00:18,169,577,7,average,0,truck,28.5,77.15
2016-11-11 11:27:18,191,577,6,average,0,car,28.5,77.15
2016-11-11 12:00:21,188,577,7,average,0,car,28.5,77.15
2016-11-11 12:27:21,178,577,9,high,0,car,28.5,77.15
2016-11-11 13:00:19,164,577,6,average,0,car,28.5,77.15
2016-11-11 13:34:21,166,577,8,high,0,car,28.5,77.15
2016-11-11 14:00:21,170,577,4,average,0,car,28.5,77.15
2016-11-11 14:27:18,161,577,4,average,0,car,28.5,77.15
2016-11-11 15:00:21,162,577,3,low,0,car,28.5,77.15
2016-11-11 15:34:20,142,577,2,low,0,bike,28.5,77.15
2016-11-11 16:00:21,138,577,2,average,0,car,28.5,77.15
2016-11-11 16:34:18,124,577,3,average,0,bike,28.5,77.15
2016-11-12 08:00:26,33,577,1,low,0,car,28.5,77.15
2016-11-12 08:27:25,37,577,2,low,0,car,28.5,77.15
2016-11-12 09:00:26,50,577,1,low,0,bike,28.5,77.15
2016-11-12 09:27:26,73,577,3,average,0,cycle,28.5,77.15
2016-11-12 10:00:25,124,577,4,low,0,car,28.5,77.15
2016-11-12 10:27:27,159,577,3,low,0,car,28.5,77.15
2016-11-12 11:00:27,212,577,6,average,0,car,28.5,77.15
2016-11-12 11:34:23,251,577,6,average,0,cycle,28.5,77.15
2016-11-12 12:00:27,291,577,7,average,0,car,28.5,77.15
2016-11-12 12:27:23,306,577,10,high,0,car,28.5,77.15
2016-11-12 13:00:28,321,577,9,high,0,car,28.5,77.15
2016-11-12 13:27:27,341,577,10,high,0,car,28.5,77.15
2016-11-12 14:00:26,383,577,6,average,0,car,28.5,77.15
2016-11-12 14:27:28,416,577,6,average,0,bike,28.5,77.15
2016-11-12 15:00:28,449,577,4,low,0,truck,28.5,77.15
2016-11-12 15:27:27,442,577,3,low,0,car,28.5,77.15
2016-11-12 16:00:24,418,577,3,average,0,car,28.5,77.15
2016-11-12 16:34:28,356,577,3,low,0,bike,28.5,77.15
2016-11-13 08:00:29,23,577,1,low,1,car,28.5,77.15
2016-11-13 08:27:31,24,577,3,average,1,cycle,28.5,77.15
2016-11-13 09:00:32,27,577,2,low,1,car,28.5,77.15
2016-11-13 09:34:15,28,577,2,low,1,truck,28.5,77.15
2016-11-13 10:00:31,32,577,4,low,1,car,28.5,77.15
2016-11-13 10:33:32,46,577,5,average,1,cycle,28.5,77.15
2016-11-13 11:00:32,69,577,7,average,1,cycle,28.5,77.15
2016-11-13 11:27:32,95,577,11,high,1,car,28.5,77.15
2016-11-13 12:00:34,128,577,12,high,1,bike,28.5,77.15
2016-11-13 12:27:31,154,577,13,high,1,cycle,28.5,77.15
2016-11-13 13:07:31,191,577,13,high,1,car,28.5,77.15
2016-11-13 13:33:34,204,577,12,high,1,car,28.5,77.15
2016-11-13 14:00:35,220,577,7,average,1,bike,28.5,77.15
2016-11-13 14:27:35,233,577,7,average,1,truck,28.5,77.15
2016-11-13 15:00:35,220,577,5,low,1,bike,28.5,77.15
2016-11-13 15:27:35,205,577,4,low,1,truck,28.5,77.15
2016-11-13 16:00:32,170,577,4,average,1,car,28.5,77.15
2016-11-13 16:27:34,133,577,4,low,1,car,28.5,77.15
2016-11-14 08:00:37,31,577,1,low,0,car,28.5,77.15
2016-11-14 08:33:40,36,577,1,low,0,car,28.5,77.15
2016-11-14 09:00:38,42,577,1,low,0,truck,28.5,77.15
2016-11-14 09:27:40,61,577,2,low,0,bike,28.5,77.15
2016-11-14 10:00:37,85,577,3,low,0,truck,28.5,77.15
2016-11-14 10:27:38,99,577,4,low,0,car,28.5,77.15
2016-11-14 11:00:39,129,577,5,average,0,car,28.5,77.15
2016-11-14 11:27:40,135,577,9,high,0,car,28.5,77.15
2016-11-14 12:00:37,158,577,9,high,0,car,28.5,77.15
2016-11-14 12:27:39,154,577,6,average,0,bike,28.5,77.15
2016-11-14 13:00:38,163,577,8,high,0,car,28.5,77.15
2016-11-14 13:27:41,152,577,9,high,0,car,28.5,77.15
2016-11-14 14:00:38,143,577,5,average,0,car,28.5,77.15
2016-11-14 14:33:40,126,577,5,average,0,car,28.5,77.15
2016-11-14 15:00:38,121,577,3,low,0,car,28.5,77.15
2016-11-14 15:27:42,113,577,3,low,0,car,28.5,77.15
2016-11-14 16:00:39,103,577,2,low,0,bike,28.5,77.15
2016-11-14 16:27:39,89,577,2,low,0,bike,28.5,77.15
2016-11-15 07:57:43,32,577,2,low,0,cycle,28.5,77.15
2016-11-15 08:30:47,38,577,1,low,0,car,28.5,77.15
2016-11-15 08:57:45,47,577,1,low,0,bike,28.5,77.15
2016-11-15 09:30:46,79,577,3,low,0,truck,28.5,77.15
2016-11-15 09:57:44,113,577,3,low,0,car,28.5,77.15
2016-11-15 10:30:47,171,577,5,average,0,car,28.5,77.15
2016-11-15 11:03:48,209,577,6,average,0,car,28.5,77.15
2016-11-15 11:30:46,226,577,7,average,0,bike,28.5,77.15
2016-11-15 11:57:47,227,577,6,average,0,car,28.5,77.15
2016-11-15 12:30:45,222,577,10,high,0,car,28.5,77.15
2016-11-15 12:57:48,230,577,10,high,0,car,28.5,77.15
2016-11-15 13:30:48,233,577,6,average,0,car,28.5,77.15
2016-11-15 14:03:46,248,577,5,average,0,truck,28.5,77.15
2016-11-15 14:30:48,216,577,4,average,0,car,28.5,77.15
2016-11-15 15:03:48,170,577,3,low,0,car,28.5,77.15
2016-11-15 15:30:49,158,577,4,average,0,car,28.5,77.15
2016-11-15 15:57:49,136,577,3,low,0,car,28.5,77.15
2016-11-15 16:30:46,114,577,3,low,0,bike,28.5,77.15
2016-11-16 08:00:51,38,577,2,low,0,car,28.5,77.15
2016-11-16 08:27:50,40,577,3,average,0,cycle,28.5,77.15
2016-11-16 09:00:51,54,577,1,low,0,car,28.5,77.15
2016-11-16 09:27:53,64,577,2,low,0,car,28.5,77.15
2016-11-16 10:00:54,99,577,3,low,0,bike,28.5,77.15
2016-11-16 10:33:53,129,577,4,average,0,truck,28.5,77.15
2016-11-16 11:00:51,149,577,6,average,0,truck,28.5,77.15
2016-11-16 11:27:51,163,577,6,average,0,car,28.5,77.15
2016-11-16 12:00:54,174,577,9,high,0,car,28.5,77.15
2016-11-16 12:27:54,172,577,9,high,0,car,28.5,77.15
2016-11-16 13:00:54,176,577,8,high,0,bike,28.5,77.15
2016-11-16 13:27:55,187,577,6,average,0,car,28.5,77.15
2016-11-16 14:00:55,182,577,4,average,0,bike,28.5,77.15
2016-11-16 14:27:52,181,577,4,average,0,car,28.5,77.15
2016-11-16 15:00:55,159,577,2,low,0,bike,28.5,77.15
2016-11-16 15:33:56,145,577,3,low,0,car,28.5,77.15
2016-11-16 16:00:57,140,577,2,low,0,truck,28.5,77.15
2016-11-16 16:33:57,125,577,3,low,0,bike,28.5,77.15
2016-11-17 08:04:02,34,577,2,low,0,car,28.5,77.15
2016-11-17 08:31:01,38,577,2,low,0,truck,28.5,77.15
2016-11-17 09:03:57,51,577,2,low,0,car,28.5,77.15
2016-11-17 09:31:01,69,577,3,low,0,car,28.5,77.15
2016-11-17 09:57:02,108,577,2,low,0,car,28.5,77.15
2016-11-17 10:31:02,146,577,7,high,0,car,28.5,77.15
2016-11-17 11:04:02,182,577,7,average,0,bike,28.5,77.15
2016-11-17 11:31:02,186,577,9,high,0,bike,28.5,77.15
2016-11-17 12:04:02,209,577,10,high,0,car,28.5,77.15
2016-11-17 12:31:03,210,577,7,average,0,car,28.5,77.15
2016-11-17 13:04:03,214,577,9,high,0,car,28.5,77.15
2016-11-17 13:31:03,212,577,10,high,0,car,28.5,77.15
2016-11-17 14:04:03,193,577,5,average,0,car,28.5,77.15
2016-11-17 14:30:59,175,577,6,average,0,car,28.5,77.15
2016-11-17 14:58:03,150,577,5,average,0,truck,28.5,77.15
2016-11-17 15:30:59,136,577,2,low,0,car,28.5,77.15
2016-11-17 15:58:03,130,577,3,low,0,car,28.5,77.15
2016-11-17 16:31:04,114,577,3,low,0,car,28.5,77.15
2016-11-18 08:01:05,35,577,2,low,0,car,28.5,77.15
2016-11-18 08:01:05,35,577,1,low,0,truck,28.5,77.15
2016-11-18 08:27:05,37,577,1,low,0,bike,28.5,77.15
2016-11-18 09:27:07,73,577,2,low,0,bike,28.5,77.15
2016-11-18 10:01:06,117,577,3,low,0,car,28.5,77.15
2016-11-18 10:27:05,157,577,4,low,0,car,28.5,77.15
2016-11-18 11:01:06,194,577,6,average,0,car,28.5,77.15
2016-11-18 11:34:08,197,577,6,average,0,car,28.5,77.15
2016-11-18 12:01:06,205,577,10,high,0,cycle,28.5,77.15
2016-11-18 12:27:09,193,577,10,high,0,car,28.5,77.15
2016-11-18 13:01:10,201,577,9,high,0,car,28.5,77.15
2016-11-18 13:34:10,217,577,9,high,0,car,28.5,77.15
2016-11-18 14:01:10,213,577,5,average,0,car,28.5,77.15
2016-11-18 14:28:08,196,577,5,average,0,truck,28.5,77.15
2016-11-18 15:01:07,168,577,3,low,0,cycle,28.5,77.15
2016-11-18 15:28:08,164,577,2,low,0,car,28.5,77.15
2016-11-18 16:01:10,154,577,2,low,0,car,28.5,77.15
2016-11-18 16:28:10,140,577,2,low,0,car,28.5,77.15
2016-11-19 07:57:12,29,577,2,low,1,car,28.5,77.15
2016-11-19 08:31:12,34,577,2,low,1,bike,28.5,77.15
2016-11-19 08:57:12,51,577,2,low,1,bike,28.5,77.15
2016-11-19 09:31:13,102,577,4,low,1,car,28.5,77.15
2016-11-19 10:04:14,152,577,6,average,1,car,28.5,77.15
2016-11-19 10:31:15,196,577,7,average,1,bike,28.5,77.15
2016-11-19 10:58:15,235,577,10,high,1,bike,28.5,77.15
2016-11-19 11:31:15,269,577,9,average,1,truck,28.5,77.15
2016-11-19 12:04:16,293,577,15,high,1,cycle,28.5,77.15
2016-11-19 12:31:16,340,577,15,high,1,truck,28.5,77.15
2016-11-19 13:04:16,400,577,14,high,1,car,28.5,77.15
2016-11-19 13:31:17,429,577,14,high,1,car,28.5,77.15
2016-11-19 14:04:17,492,577,8,average,1,bike,28.5,77.15
2016-11-19 14:31:17,473,577,8,average,1,cycle,28.5,77.15
2016-11-19 15:04:16,482,577,6,average,1,car,28.5,77.15
2016-11-19 15:31:17,489,577,5,low,1,car,28.5,77.15
2016-11-19 16:04:17,452,577,5,low,1,car,28.5,77.15
2016-11-19 16:31:15,431,577,4,low,1,bike,28.5,77.15
2016-11-20 08:01:19,20,577,2,low,1,car,28.5,77.15
2016-11-20 08:27:22,22,577,2,low,1,car,28.5,77.15
2016-11-20 09:01:19,21,577,3,low,1,car,28.5,77.15
2016-11-20 09:27:19,24,577,3,average,1,car,28.5,77.15
2016-11-20 10:01:20,28,577,4,low,1,car,28.5,77.15
2016-11-20 10:27:22,44,577,3,low,1,car,28.5,77.15
2016-11-20 11:01:22,95,577,8,average,1,cycle,28.5,77.15
2016-11-20 11:27:22,128,577,8,average,1,car,28.5,77.15
2016-11-20 12:01:20,163,577,13,high,1,cycle,28.5,77.15
2016-11-20 12:34:23,194,577,14,high,1,car,28.5,77.15
2016-11-20 13:07:23,246,577,13,high,1,car,28.5,77.15
2016-11-20 13:27:23,268,577,14,high,1,cycle,28.5,77.15
2016-11-20 14:01:22,307,577,8,average,1,car,28.5,77.15
2016-11-20 14:27:22,309,577,7,average,1,bike,28.5,77.15
2016-11-20 15:01:23,290,577,4,low,1,car,28.5,77.15
2016-11-20 15:27:24,276,577,5,low,1,truck,28.5,77.15
2016-11-20 16:01:22,231,577,4,low,1,cycle,28.5,77.15
2016-11-20 16:31:21,180,577,3,low,1,truck,28.5,77.15
2016-11-21 08:04:26,26,577,1,low,0,car,28.5,77.15
2016-11-21 08:31:30,32,577,1,low,0,bike,28.5,77.15
